warning_id,project,split,snippet_id,snippet_type,annotator_A,annotator_B,merged_relevance
commons-configuration#0048,commons-configuration,train,s01,warning_line,essential,essential,essential
commons-configuration#0048,commons-configuration,train,s02,enclosing_method,essential,essential,essential
commons-configuration#0048,commons-configuration,train,s03,enclosing_class,helpful,helpful,helpful
commons-configuration#0048,commons-configuration,train,s04,callee,helpful,helpful,helpful
commons-configuration#0048,commons-configuration,train,s05,callee,helpful,irrelevant,helpful
commons-configuration#0048,commons-configuration,train,s06,field_or_type_declaration,essential,essential,essential
commons-configuration#0048,commons-configuration,train,s07,annotation_or_contract,helpful,helpful,helpful
commons-configuration#0048,commons-configuration,train,s08,test,irrelevant,helpful,helpful
commons-configuration#0048,commons-configuration,train,s09,similar_code,helpful,helpful,helpful
commons-configuration#0050,commons-configuration,train,s01,warning_line,essential,essential,essential
commons-configuration#0050,commons-configuration,train,s02,enclosing_method,essential,helpful,essential
commons-configuration#0050,commons-configuration,train,s03,enclosing_class,helpful,essential,essential
commons-configuration#0050,commons-configuration,train,s04,callee,helpful,helpful,helpful
commons-configuration#0050,commons-configuration,train,s06,field_or_type_declaration,helpful,helpful,helpful
commons-configuration#0050,commons-configuration,train,s07,test,irrelevant,helpful,helpful
commons-configuration#0050,commons-configuration,train,s08,similar_code,helpful,irrelevant,helpful
commons-configuration#0051,commons-configuration,train,s01,warning_line,essential,essential,essential
commons-configuration#0051,commons-configuration,train,s02,enclosing_method,essential,essential,essential
commons-configuration#0051,commons-configuration,train,s03,enclosing_class,helpful,helpful,helpful
commons-configuration#0051,commons-configuration,train,s04,callee,helpful,irrelevant,helpful
commons-configuration#0051,commons-configuration,train,s05,field_or_type_declaration,essential,essential,essential
commons-configuration#0051,commons-configuration,train,s06,test,irrelevant,helpful,helpful
commons-configuration#0056,commons-configuration,train,s01,warning_line,essential,essential,essential
commons-configuration#0056,commons-configuration,train,s02,enclosing_method,essential,helpful,essential
commons-configuration#0056,commons-configuration,train,s03,enclosing_class,helpful,helpful,helpful
commons-configuration#0056,commons-configuration,train,s04,callee,helpful,helpful,helpful
commons-configuration#0056,commons-configuration,train,s05,callee,helpful,helpful,helpful
commons-configuration#0056,commons-configuration,train,s06,field_or_type_declaration,helpful,essential,essential
commons-configuration#0056,commons-configuration,train,s07,test,irrelevant,helpful,helpful
commons-configuration#0059,commons-configuration,train,s01,warning_line,essential,essential,essential
commons-configuration#0059,commons-configuration,train,s02,enclosing_method,essential,helpful,essential
commons-configuration#0059,commons-configuration,train,s03,enclosing_class,helpful,helpful,helpful
commons-configuration#0059,commons-configuration,train,s04,caller,helpful,helpful,helpful
commons-configuration#0059,commons-configuration,train,s05,caller,helpful,helpful,helpful
commons-configuration#0059,commons-configuration,train,s06,caller,helpful,helpful,helpful
commons-configuration#0059,commons-configuration,train,s07,callee,helpful,helpful,helpful
commons-configuration#0059,commons-configuration,train,s08,callee,helpful,helpful,helpful
commons-configuration#0059,commons-configuration,train,s09,field_or_type_declaration,helpful,essential,essential
commons-configuration#0059,commons-configuration,train,s10,test,irrelevant,helpful,helpful
commons-configuration#0060,commons-configuration,train,s01,warning_line,essential,essential,essential
commons-configuration#0060,commons-configuration,train,s02,enclosing_method,essential,essential,essential
commons-configuration#0060,commons-configuration,train,s03,enclosing_class,helpful,helpful,helpful
commons-configuration#0060,commons-configuration,train,s04,caller,helpful,helpful,helpful
commons-configuration#0060,commons-configuration,train,s05,caller,helpful,helpful,helpful
commons-configuration#0060,commons-configuration,train,s06,caller,helpful,helpful,helpful
commons-configuration#0060,commons-configuration,train,s07,callee,helpful,helpful,helpful
commons-configuration#0060,commons-configuration,train,s08,field_or_type_declaration,essential,essential,essential
commons-configuration#0060,commons-configuration,train,s09,similar_code,helpful,irrelevant,helpful
commons-configuration#0062,commons-configuration,train,s01,warning_line,essential,essential,essential
commons-configuration#0062,commons-configuration,train,s02,enclosing_method,essential,helpful,essential
commons-configuration#0062,commons-configuration,train,s03,enclosing_class,helpful,helpful,helpful
commons-configuration#0062,commons-configuration,train,s04,callee,helpful,helpful,helpful
commons-configuration#0062,commons-configuration,train,s05,callee,helpful,irrelevant,helpful
commons-configuration#0062,commons-configuration,train,s06,field_or_type_declaration,helpful,essential,essential
commons-configuration#0062,commons-configuration,train,s07,test,irrelevant,helpful,helpful
commons-configuration#0062,commons-configuration,train,s08,similar_code,helpful,irrelevant,helpful
commons-configuration#0063,commons-configuration,train,s01,warning_line,essential,essential,essential
commons-configuration#0063,commons-configuration,train,s02,enclosing_method,essential,essential,essential
commons-configuration#0063,commons-configuration,train,s03,enclosing_class,helpful,helpful,helpful
commons-configuration#0063,commons-configuration,train,s04,caller,helpful,helpful,helpful
commons-configuration#0063,commons-configuration,train,s05,caller,helpful,helpful,helpful
commons-configuration#0063,commons-configuration,train,s06,caller,helpful,helpful,helpful
commons-configuration#0063,commons-configuration,train,s07,callee,helpful,helpful,helpful
commons-configuration#0063,commons-configuration,train,s08,field_or_type_declaration,essential,essential,essential
commons-configuration#0063,commons-configuration,train,s09,test,irrelevant,helpful,helpful
commons-configuration#0066,commons-configuration,train,s01,warning_line,essential,essential,essential
commons-configuration#0066,commons-configuration,train,s02,enclosing_method,essential,essential,essential
commons-configuration#0066,commons-configuration,train,s03,enclosing_class,helpful,helpful,helpful
commons-configuration#0066,commons-configuration,train,s04,caller,helpful,helpful,helpful
commons-configuration#0066,commons-configuration,train,s05,caller,helpful,helpful,helpful
commons-configuration#0066,commons-configuration,train,s06,caller,helpful,helpful,helpful
commons-configuration#0066,commons-configuration,train,s07,callee,helpful,irrelevant,helpful
commons-configuration#0066,commons-configuration,train,s08,callee,helpful,helpful,helpful
commons-configuration#0066,commons-configuration,train,s09,field_or_type_declaration,essential,essential,essential
commons-configuration#0066,commons-configuration,train,s10,test,irrelevant,helpful,helpful
commons-net#0001,commons-net,train,s01,warning_line,essential,essential,essential
commons-net#0001,commons-net,train,s02,enclosing_method,essential,essential,essential
commons-net#0001,commons-net,train,s03,enclosing_class,helpful,helpful,helpful
commons-net#0001,commons-net,train,s04,caller,helpful,helpful,helpful
commons-net#0001,commons-net,train,s05,caller,helpful,helpful,helpful
commons-net#0001,commons-net,train,s06,caller,helpful,helpful,helpful
commons-net#0001,commons-net,train,s07,callee,helpful,essential,essential
commons-net#0002,commons-net,train,s01,warning_line,essential,essential,essential
commons-net#0002,commons-net,train,s02,enclosing_method,essential,essential,essential
commons-net#0002,commons-net,train,s03,enclosing_class,helpful,helpful,helpful
commons-net#0002,commons-net,train,s04,caller,helpful,helpful,helpful
commons-net#0002,commons-net,train,s05,caller,helpful,helpful,helpful
commons-net#0002,commons-net,train,s06,caller,helpful,helpful,helpful
commons-net#0002,commons-net,train,s07,callee,helpful,helpful,helpful
commons-net#0002,commons-net,train,s08,callee,helpful,irrelevant,helpful
commons-net#0002,commons-net,train,s09,field_or_type_declaration,essential,essential,essential
commons-net#0002,commons-net,train,s10,test,irrelevant,helpful,helpful
commons-net#0003,commons-net,train,s01,warning_line,essential,essential,essential
commons-net#0003,commons-net,train,s02,enclosing_method,essential,helpful,essential
commons-net#0003,commons-net,train,s03,enclosing_class,helpful,helpful,helpful
commons-net#0003,commons-net,train,s04,field_or_type_declaration,helpful,irrelevant,helpful
commons-net#0003,commons-net,train,s05,test,irrelevant,helpful,helpful
commons-net#0003,commons-net,train,s06,similar_code,helpful,irrelevant,helpful
commons-net#0004,commons-net,train,s01,warning_line,essential,essential,essential
commons-net#0004,commons-net,train,s02,enclosing_method,essential,helpful,essential
commons-net#0004,commons-net,train,s03,enclosing_class,helpful,helpful,helpful
commons-net#0004,commons-net,train,s04,field_or_type_declaration,helpful,helpful,helpful
commons-net#0004,commons-net,train,s05,similar_code,helpful,irrelevant,helpful
commons-net#0005,commons-net,train,s01,warning_line,essential,essential,essential
commons-net#0005,commons-net,train,s02,enclosing_method,essential,essential,essential
commons-net#0005,commons-net,train,s03,enclosing_class,helpful,helpful,helpful
commons-net#0005,commons-net,train,s04,caller,helpful,helpful,helpful
commons-net#0005,commons-net,train,s05,caller,helpful,essential,essential
commons-net#0005,commons-net,train,s06,caller,helpful,helpful,helpful
commons-net#0005,commons-net,train,s07,callee,helpful,helpful,helpful
commons-net#0005,commons-net,train,s09,test,irrelevant,helpful,helpful
commons-net#0006,commons-net,train,s01,warning_line,essential,essential,essential
commons-net#0006,commons-net,train,s02,enclosing_method,essential,essential,essential
commons-net#0006,commons-net,train,s03,enclosing_class,helpful,helpful,helpful
commons-net#0006,commons-net,train,s04,caller,helpful,essential,essential
commons-net#0006,commons-net,train,s05,caller,helpful,helpful,helpful
commons-net#0006,commons-net,train,s06,caller,helpful,helpful,helpful
commons-net#0006,commons-net,train,s07,callee,helpful,helpful,helpful
commons-net#0006,commons-net,train,s08,callee,helpful,helpful,helpful
commons-net#0008,commons-net,train,s01,warning_line,essential,helpful,essential
commons-net#0008,commons-net,train,s02,enclosing_method,essential,essential,essential
commons-net#0008,commons-net,train,s03,enclosing_class,helpful,essential,essential
commons-net#0008,commons-net,train,s04,callee,helpful,irrelevant,helpful
commons-net#0008,commons-net,train,s05,callee,helpful,irrelevant,helpful
commons-net#0008,commons-net,train,s06,similar_code,helpful,helpful,helpful
commons-net#0009,commons-net,train,s01,warning_line,essential,essential,essential
commons-net#0009,commons-net,train,s02,enclosing_method,essential,essential,essential
commons-net#0009,commons-net,train,s03,enclosing_class,helpful,helpful,helpful
commons-net#0009,commons-net,train,s04,callee,helpful,helpful,helpful
commons-net#0009,commons-net,train,s05,callee,helpful,helpful,helpful
commons-net#0009,commons-net,train,s06,field_or_type_declaration,helpful,irrelevant,helpful
commons-net#0010,commons-net,train,s01,warning_line,essential,essential,essential
commons-net#0010,commons-net,train,s02,enclosing_method,essential,helpful,essential
commons-net#0010,commons-net,train,s03,enclosing_class,helpful,helpful,helpful
commons-net#0010,commons-net,train,s04,callee,helpful,irrelevant,helpful
commons-net#0010,commons-net,train,s05,callee,helpful,irrelevant,helpful
commons-net#0010,commons-net,train,s06,field_or_type_declaration,helpful,irrelevant,helpful
commons-net#0011,commons-net,train,s01,warning_line,essential,essential,essential
commons-net#0011,commons-net,train,s02,enclosing_method,essential,helpful,essential
commons-net#0011,commons-net,train,s03,enclosing_class,helpful,helpful,helpful
commons-net#0011,commons-net,train,s04,callee,helpful,helpful,helpful
commons-net#0011,commons-net,train,s06,field_or_type_declaration,helpful,essential,essential
commons-net#0011,commons-net,train,s07,annotation_or_contract,helpful,helpful,helpful
commons-net#0011,commons-net,train,s08,test,irrelevant,helpful,helpful
commons-net#0012,commons-net,train,s01,warning_line,essential,essential,essential
commons-net#0012,commons-net,train,s02,enclosing_method,essential,essential,essential
commons-net#0012,commons-net,train,s03,enclosing_class,helpful,helpful,helpful
commons-net#0012,commons-net,train,s04,caller,helpful,helpful,helpful
commons-net#0012,commons-net,train,s05,caller,helpful,essential,essential
commons-net#0012,commons-net,train,s06,caller,helpful,helpful,helpful
commons-net#0013,commons-net,train,s01,warning_line,essential,essential,essential
commons-net#0013,commons-net,train,s02,enclosing_method,essential,helpful,essential
commons-net#0013,commons-net,train,s03,enclosing_class,helpful,helpful,helpful
commons-net#0013,commons-net,train,s04,caller,helpful,helpful,helpful
commons-net#0013,commons-net,train,s05,caller,helpful,helpful,helpful
commons-net#0013,commons-net,train,s06,caller,helpful,helpful,helpful
commons-net#0013,commons-net,train,s07,callee,helpful,essential,essential
commons-net#0013,commons-net,train,s08,field_or_type_declaration,essential,essential,helpful
commons-net#0013,commons-net,train,s09,test,irrelevant,helpful,helpful
commons-net#0013,commons-net,train,s10,similar_code,helpful,irrelevant,helpful
commons-net#0014,commons-net,train,s01,warning_line,essential,essential,essential
commons-net#0014,commons-net,train,s02,enclosing_method,essential,helpful,essential
commons-net#0014,commons-net,train,s03,enclosing_class,helpful,helpful,helpful
commons-net#0014,commons-net,train,s05,field_or_type_declaration,helpful,helpful,helpful
commons-net#0014,commons-net,train,s06,test,irrelevant,helpful,helpful
commons-net#0017,commons-net,train,s01,warning_line,essential,essential,essential
commons-net#0017,commons-net,train,s02,enclosing_method,essential,essential,essential
commons-net#0017,commons-net,train,s03,enclosing_class,helpful,helpful,helpful
commons-net#0017,commons-net,train,s04,caller,helpful,helpful,helpful
commons-net#0017,commons-net,train,s05,caller,helpful,helpful,helpful
commons-net#0017,commons-net,train,s06,caller,helpful,helpful,helpful
commons-net#0017,commons-net,train,s07,callee,helpful,helpful,helpful
commons-net#0017,commons-net,train,s09,field_or_type_declaration,helpful,essential,essential
commons-net#0017,commons-net,train,s10,test,irrelevant,helpful,helpful
commons-net#0018,commons-net,train,s01,warning_line,essential,essential,essential
commons-net#0018,commons-net,train,s02,enclosing_method,essential,helpful,essential
commons-net#0018,commons-net,train,s03,enclosing_class,helpful,helpful,helpful
commons-net#0018,commons-net,train,s04,callee,helpful,essential,essential
commons-net#0018,commons-net,train,s05,field_or_type_declaration,helpful,irrelevant,helpful
commons-net#0019,commons-net,train,s01,warning_line,essential,essential,essential
commons-net#0019,commons-net,train,s02,enclosing_method,essential,helpful,essential
commons-net#0019,commons-net,train,s03,enclosing_class,helpful,helpful,helpful
commons-net#0019,commons-net,train,s04,callee,helpful,irrelevant,helpful
commons-net#0019,commons-net,train,s05,callee,helpful,irrelevant,helpful
commons-net#0019,commons-net,train,s06,field_or_type_declaration,helpful,helpful,helpful
commons-net#0020,commons-net,train,s01,warning_line,essential,essential,essential
commons-net#0020,commons-net,train,s02,enclosing_method,essential,helpful,essential
commons-net#0020,commons-net,train,s03,enclosing_class,helpful,helpful,helpful
commons-net#0020,commons-net,train,s04,caller,helpful,helpful,helpful
commons-net#0020,commons-net,train,s05,caller,helpful,helpful,helpful
commons-net#0020,commons-net,train,s06,caller,helpful,helpful,helpful
commons-net#0020,commons-net,train,s07,callee,helpful,helpful,helpful
commons-net#0020,commons-net,train,s08,field_or_type_declaration,essential,essential,essential
commons-net#0020,commons-net,train,s09,test,irrelevant,helpful,helpful
commons-net#0020,commons-net,train,s10,similar_code,helpful,irrelevant,helpful
commons-net#0022,commons-net,train,s01,warning_line,essential,essential,essential
commons-net#0022,commons-net,train,s02,enclosing_method,essential,helpful,essential
commons-net#0022,commons-net,train,s03,enclosing_class,helpful,helpful,helpful
commons-net#0022,commons-net,train,s04,caller,helpful,helpful,helpful
commons-net#0022,commons-net,train,s05,caller,helpful,helpful,helpful
commons-net#0022,commons-net,train,s06,caller,helpful,helpful,helpful
commons-net#0022,commons-net,train,s07,callee,helpful,helpful,helpful
commons-net#0022,commons-net,train,s09,field_or_type_declaration,helpful,essential,essential
commons-net#0022,commons-net,train,s10,test,irrelevant,helpful,helpful
commons-net#0023,commons-net,train,s01,warning_line,essential,essential,essential
commons-net#0023,commons-net,train,s02,enclosing_method,essential,essential,essential
commons-net#0023,commons-net,train,s03,enclosing_class,helpful,helpful,helpful
commons-net#0023,commons-net,train,s04,callee,helpful,helpful,helpful
commons-net#0023,commons-net,train,s06,field_or_type_declaration,helpful,irrelevant,helpful
commons-net#0024,commons-net,train,s01,warning_line,essential,essential,essential
commons-net#0024,commons-net,train,s02,enclosing_method,essential,essential,essential
commons-net#0024,commons-net,train,s03,enclosing_class,helpful,helpful,helpful
commons-net#0024,commons-net,train,s04,callee,helpful,irrelevant,helpful
commons-net#0024,commons-net,train,s05,test,irrelevant,helpful,helpful
commons-net#0025,commons-net,train,s01,warning_line,essential,essential,essential
commons-net#0025,commons-net,train,s02,enclosing_method,essential,helpful,essential
commons-net#0025,commons-net,train,s03,enclosing_class,helpful,helpful,helpful
commons-net#0025,commons-net,train,s04,caller,helpful,helpful,helpful
commons-net#0025,commons-net,train,s05,caller,helpful,helpful,helpful
commons-net#0025,commons-net,train,s06,caller,helpful,helpful,helpful
commons-net#0025,commons-net,train,s07,callee,helpful,helpful,helpful
commons-net#0025,commons-net,train,s08,callee,helpful,essential,essential
commons-net#0025,commons-net,train,s09,field_or_type_declaration,essential,essential,helpful
commons-net#0025,commons-net,train,s10,test,irrelevant,helpful,helpful
commons-net#0026,commons-net,train,s01,warning_line,essential,essential,essential
commons-net#0026,commons-net,train,s02,enclosing_method,essential,essential,essential
commons-net#0026,commons-net,train,s03,enclosing_class,helpful,essential,essential
commons-net#0026,commons-net,train,s04,caller,helpful,helpful,helpful
commons-net#0026,commons-net,train,s05,caller,helpful,helpful,helpful
commons-net#0026,commons-net,train,s06,caller,helpful,helpful,helpful
commons-net#0026,commons-net,train,s07,callee,helpful,helpful,helpful
commons-net#0026,commons-net,train,s09,test,irrelevant,helpful,helpful
commons-net#0027,commons-net,train,s01,warning_line,essential,essential,essential
commons-net#0027,commons-net,train,s02,enclosing_method,essential,essential,essential
commons-net#0027,commons-net,train,s03,enclosing_class,helpful,helpful,helpful
commons-net#0027,commons-net,train,s04,caller,helpful,helpful,helpful
commons-net#0027,commons-net,train,s05,caller,helpful,helpful,helpful
commons-net#0027,commons-net,train,s06,caller,helpful,helpful,helpful
commons-net#0027,commons-net,train,s07,callee,helpful,helpful,helpful
commons-net#0027,commons-net,train,s08,callee,helpful,irrelevant,helpful
commons-net#0027,commons-net,train,s09,field_or_type_declaration,helpful,essential,essential
commons-net#0027,commons-net,train,s10,test,irrelevant,helpful,helpful
commons-net#0028,commons-net,train,s01,warning_line,essential,essential,essential
commons-net#0028,commons-net,train,s02,enclosing_method,essential,essential,essential
commons-net#0028,commons-net,train,s03,enclosing_class,helpful,helpful,helpful
commons-net#0028,commons-net,train,s04,callee,helpful,helpful,helpful
commons-net#0028,commons-net,train,s05,callee,helpful,helpful,helpful
commons-net#0028,commons-net,train,s06,field_or_type_declaration,helpful,irrelevant,helpful
commons-net#0029,commons-net,train,s01,warning_line,essential,essential,essential
commons-net#0029,commons-net,train,s02,enclosing_method,essential,essential,essential
commons-net#0029,commons-net,train,s03,enclosing_class,helpful,helpful,helpful
commons-net#0029,commons-net,train,s04,caller,helpful,irrelevant,helpful
commons-net#0029,commons-net,train,s05,caller,helpful,irrelevant,helpful
commons-net#0029,commons-net,train,s06,caller,helpful,irrelevant,helpful
commons-net#0029,commons-net,train,s07,callee,helpful,irrelevant,helpful
commons-net#0029,commons-net,train,s08,callee,helpful,irrelevant,helpful
commons-net#0029,commons-net,train,s09,field_or_type_declaration,helpful,irrelevant,helpful
commons-net#0030,commons-net,train,s01,warning_line,essential,essential,essential
commons-net#0030,commons-net,train,s02,enclosing_method,essential,essential,essential
commons-net#0030,commons-net,train,s03,enclosing_class,helpful,helpful,helpful
commons-net#0030,commons-net,train,s04,caller,helpful,helpful,helpful
commons-net#0030,commons-net,train,s05,caller,helpful,helpful,helpful
commons-net#0030,commons-net,train,s06,caller,helpful,helpful,helpful
commons-net#0030,commons-net,train,s07,callee,helpful,helpful,helpful
commons-net#0030,commons-net,train,s08,callee,helpful,helpful,helpful
commons-net#0030,commons-net,train,s09,field_or_type_declaration,essential,essential,essential
commons-net#0031,commons-net,train,s01,warning_line,essential,essential,essential
commons-net#0031,commons-net,train,s02,enclosing_method,essential,essential,essential
commons-net#0031,commons-net,train,s03,enclosing_class,helpful,helpful,helpful
commons-net#0031,commons-net,train,s04,caller,helpful,helpful,helpful
commons-net#0031,commons-net,train,s05,caller,helpful,helpful,helpful
commons-net#0031,commons-net,train,s06,caller,helpful,helpful,helpful
commons-net#0031,commons-net,train,s07,callee,helpful,helpful,helpful
commons-net#0031,commons-net,train,s08,callee,helpful,helpful,helpful
commons-net#0031,commons-net,train,s09,field_or_type_declaration,helpful,essential,essential
commons-net#0032,commons-net,train,s01,warning_line,essential,helpful,essential
commons-net#0032,commons-net,train,s02,enclosing_method,essential,essential,essential
commons-net#0032,commons-net,train,s03,enclosing_class,helpful,essential,essential
commons-net#0032,commons-net,train,s04,callee,helpful,irrelevant,helpful
commons-net#0032,commons-net,train,s05,callee,helpful,irrelevant,helpful
commons-net#0032,commons-net,train,s06,similar_code,helpful,helpful,helpful
commons-beanutils#0001,commons-beanutils,train,s01,warning_line,essential,essential,essential
commons-beanutils#0001,commons-beanutils,train,s02,enclosing_method,essential,helpful,essential
commons-beanutils#0001,commons-beanutils,train,s03,enclosing_class,helpful,helpful,helpful
commons-beanutils#0001,commons-beanutils,train,s04,caller,helpful,helpful,helpful
commons-beanutils#0001,commons-beanutils,train,s05,caller,helpful,helpful,helpful
commons-beanutils#0001,commons-beanutils,train,s06,caller,helpful,helpful,helpful
commons-beanutils#0001,commons-beanutils,train,s07,callee,helpful,helpful,helpful
commons-beanutils#0001,commons-beanutils,train,s08,callee,helpful,essential,essential
commons-beanutils#0001,commons-beanutils,train,s09,field_or_type_declaration,helpful,irrelevant,helpful
commons-beanutils#0002,commons-beanutils,train,s01,warning_line,essential,essential,essential
commons-beanutils#0002,commons-beanutils,train,s02,enclosing_method,essential,helpful,essential
commons-beanutils#0002,commons-beanutils,train,s03,enclosing_class,helpful,helpful,helpful
commons-beanutils#0002,commons-beanutils,train,s04,callee,helpful,helpful,helpful
commons-beanutils#0002,commons-beanutils,train,s05,callee,helpful,helpful,helpful
commons-beanutils#0002,commons-beanutils,train,s06,field_or_type_declaration,helpful,essential,essential
commons-beanutils#0002,commons-beanutils,train,s07,test,irrelevant,helpful,helpful
commons-beanutils#0003,commons-beanutils,train,s01,warning_line,essential,essential,essential
commons-beanutils#0003,commons-beanutils,train,s02,enclosing_method,essential,essential,essential
commons-beanutils#0003,commons-beanutils,train,s03,enclosing_class,helpful,helpful,helpful
commons-beanutils#0003,commons-beanutils,train,s04,caller,helpful,helpful,helpful
commons-beanutils#0003,commons-beanutils,train,s05,caller,helpful,helpful,helpful
commons-beanutils#0003,commons-beanutils,train,s06,caller,helpful,helpful,helpful
commons-beanutils#0003,commons-beanutils,train,s07,callee,helpful,essential,essential
commons-beanutils#0003,commons-beanutils,train,s08,callee,helpful,helpful,helpful
commons-beanutils#0003,commons-beanutils,train,s09,field_or_type_declaration,helpful,helpful,helpful
commons-beanutils#0003,commons-beanutils,train,s10,similar_code,helpful,irrelevant,helpful
commons-beanutils#0004,commons-beanutils,train,s01,warning_line,essential,essential,essential
commons-beanutils#0004,commons-beanutils,train,s02,enclosing_method,essential,essential,essential
commons-beanutils#0004,commons-beanutils,train,s03,enclosing_class,helpful,helpful,helpful
commons-beanutils#0004,commons-beanutils,train,s04,caller,helpful,helpful,helpful
commons-beanutils#0004,commons-beanutils,train,s05,caller,helpful,helpful,helpful
commons-beanutils#0004,commons-beanutils,train,s06,caller,helpful,helpful,helpful
commons-beanutils#0004,commons-beanutils,train,s07,callee,helpful,helpful,helpful
commons-beanutils#0004,commons-beanutils,train,s08,callee,helpful,helpful,helpful
commons-beanutils#0004,commons-beanutils,train,s09,annotation_or_contract,helpful,essential,essential
commons-beanutils#0004,commons-beanutils,train,s10,test,irrelevant,helpful,helpful
commons-beanutils#0005,commons-beanutils,train,s01,warning_line,essential,essential,essential
commons-beanutils#0005,commons-beanutils,train,s02,enclosing_method,essential,helpful,essential
commons-beanutils#0005,commons-beanutils,train,s03,enclosing_class,helpful,helpful,helpful
commons-beanutils#0005,commons-beanutils,train,s04,callee,helpful,helpful,helpful
commons-beanutils#0005,commons-beanutils,train,s05,callee,helpful,helpful,helpful
commons-beanutils#0005,commons-beanutils,train,s06,field_or_type_declaration,essential,essential,essential
commons-beanutils#0005,commons-beanutils,train,s07,test,irrelevant,helpful,helpful
commons-beanutils#0006,commons-beanutils,train,s01,warning_line,essential,essential,essential
commons-beanutils#0006,commons-beanutils,train,s02,enclosing_method,essential,essential,essential
commons-beanutils#0006,commons-beanutils,train,s03,enclosing_class,helpful,helpful,helpful
commons-beanutils#0006,commons-beanutils,train,s04,caller,helpful,helpful,helpful
commons-beanutils#0006,commons-beanutils,train,s05,callee,helpful,helpful,helpful
commons-beanutils#0006,commons-beanutils,train,s06,callee,helpful,essential,essential
commons-beanutils#0006,commons-beanutils,train,s07,field_or_type_declaration,helpful,helpful,helpful
commons-beanutils#0007,commons-beanutils,train,s01,warning_line,essential,essential,essential
commons-beanutils#0007,commons-beanutils,train,s02,enclosing_method,essential,essential,essential
commons-beanutils#0007,commons-beanutils,train,s03,enclosing_class,helpful,helpful,helpful
commons-beanutils#0007,commons-beanutils,train,s04,caller,helpful,helpful,helpful
commons-beanutils#0007,commons-beanutils,train,s05,caller,helpful,helpful,helpful
commons-beanutils#0007,commons-beanutils,train,s06,caller,helpful,helpful,helpful
commons-beanutils#0007,commons-beanutils,train,s07,callee,helpful,helpful,helpful
commons-beanutils#0007,commons-beanutils,train,s08,callee,helpful,irrelevant,helpful
commons-beanutils#0007,commons-beanutils,train,s09,field_or_type_declaration,helpful,essential,essential
commons-beanutils#0008,commons-beanutils,train,s01,warning_line,essential,essential,essential
commons-beanutils#0008,commons-beanutils,train,s02,enclosing_method,essential,essential,essential
commons-beanutils#0008,commons-beanutils,train,s03,enclosing_class,helpful,helpful,helpful
commons-beanutils#0008,commons-beanutils,train,s04,caller,helpful,helpful,helpful
commons-beanutils#0008,commons-beanutils,train,s05,caller,helpful,helpful,helpful
commons-beanutils#0008,commons-beanutils,train,s06,caller,helpful,helpful,helpful
commons-beanutils#0008,commons-beanutils,train,s07,callee,helpful,helpful,helpful
commons-beanutils#0008,commons-beanutils,train,s08,callee,helpful,helpful,helpful
commons-beanutils#0008,commons-beanutils,train,s09,field_or_type_declaration,helpful,helpful,helpful
commons-beanutils#0008,commons-beanutils,train,s10,annotation_or_contract,helpful,essential,essential
commons-beanutils#0009,commons-beanutils,train,s01,warning_line,essential,essential,essential
commons-beanutils#0009,commons-beanutils,train,s02,enclosing_method,essential,helpful,essential
commons-beanutils#0009,commons-beanutils,train,s03,enclosing_class,helpful,helpful,helpful
commons-beanutils#0009,commons-beanutils,train,s04,caller,helpful,helpful,helpful
commons-beanutils#0009,commons-beanutils,train,s05,caller,helpful,helpful,helpful
commons-beanutils#0009,commons-beanutils,train,s06,callee,helpful,helpful,helpful
commons-beanutils#0009,commons-beanutils,train,s07,field_or_type_declaration,essential,essential,essential
commons-beanutils#0009,commons-beanutils,train,s08,test,irrelevant,helpful,helpful
commons-beanutils#0010,commons-beanutils,train,s01,warning_line,essential,essential,essential
commons-beanutils#0010,commons-beanutils,train,s02,enclosing_method,essential,essential,essential
commons-beanutils#0010,commons-beanutils,train,s03,enclosing_class,helpful,helpful,helpful
commons-beanutils#0010,commons-beanutils,train,s04,caller,helpful,helpful,helpful
commons-beanutils#0010,commons-beanutils,train,s05,caller,helpful,helpful,helpful
commons-beanutils#0010,commons-beanutils,train,s06,caller,helpful,helpful,helpful
commons-beanutils#0010,commons-beanutils,train,s07,callee,helpful,essential,essential
commons-beanutils#0010,commons-beanutils,train,s09,field_or_type_declaration,helpful,irrelevant,helpful
commons-beanutils#0010,commons-beanutils,train,s10,test,irrelevant,helpful,helpful
commons-beanutils#0011,commons-beanutils,train,s01,warning_line,essential,essential,essential
commons-beanutils#0011,commons-beanutils,train,s02,enclosing_method,essential,helpful,essential
commons-beanutils#0011,commons-beanutils,train,s03,enclosing_class,helpful,helpful,helpful
commons-beanutils#0011,commons-beanutils,train,s04,caller,helpful,helpful,helpful
commons-beanutils#0011,commons-beanutils,train,s05,callee,helpful,helpful,helpful
commons-beanutils#0011,commons-beanutils,train,s07,field_or_type_declaration,helpful,essential,essential
commons-beanutils#0011,commons-beanutils,train,s08,test,irrelevant,helpful,helpful
commons-beanutils#0012,commons-beanutils,train,s01,warning_line,essential,essential,essential
commons-beanutils#0012,commons-beanutils,train,s02,enclosing_method,essential,essential,essential
commons-beanutils#0012,commons-beanutils,train,s03,enclosing_class,helpful,helpful,helpful
commons-beanutils#0012,commons-beanutils,train,s04,caller,helpful,helpful,helpful
commons-beanutils#0012,commons-beanutils,train,s05,caller,helpful,helpful,helpful
